"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","H6_Facial Coverings","H6_Flag","H7_Vaccination policy","H7_Flag","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","StringencyLegacyIndex","StringencyLegacyIndexForDisplay","GovernmentResponseIndex","GovernmentResponseIndexForDisplay","ContainmentHealthIndex","ContainmentHealthIndexForDisplay","EconomicSupportIndex","EconomicSupportIndexForDisplay"
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200625,3,0,2,0,2,0,3,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,917,14,55.56,55.56,61.43,61.43,52.78,52.78,55.13,55.13,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200626,3,0,2,0,2,0,3,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,919,14,55.56,55.56,61.43,61.43,52.78,52.78,55.13,55.13,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200627,3,0,2,0,2,0,3,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,921,14,55.56,55.56,61.43,61.43,52.78,52.78,55.13,55.13,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200628,3,0,2,0,2,0,3,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,924,15,55.56,55.56,61.43,61.43,52.78,52.78,55.13,55.13,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200629,3,0,2,0,2,0,3,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,926,15,55.56,55.56,61.43,61.43,52.78,52.78,55.13,55.13,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200630,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,928,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200701,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,931,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200702,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,939,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200703,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,943,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200704,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,948,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200705,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,951,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200706,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,953,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200707,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,958,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200708,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,963,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200709,3,0,2,0,2,0,4,1,0,NA,1,0,0,NA,4,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,968,15,58.33,58.33,64.29,64.29,54.44,54.44,57.05,57.05,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200710,3,0,2,1,1,1,4,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,973,15,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200711,3,0,2,1,1,1,4,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,981,15,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200712,3,0,2,1,1,1,4,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,986,15,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200713,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,995,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200714,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,999,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200715,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1004,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200716,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1006,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200717,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1010,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200718,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1018,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200719,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1028,15,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200720,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1039,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200721,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1049,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200722,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1073,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200723,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1085,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200724,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1104,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200725,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1117,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200726,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1131,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200727,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1137,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200728,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1145,16,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200729,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1155,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200730,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1160,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200731,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1168,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200801,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1171,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200802,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1177,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200803,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1179,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200804,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1182,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200805,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1197,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200806,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1206,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200807,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1213,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200808,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1216,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200809,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1225,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200810,3,0,2,1,1,1,2,1,0,NA,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1250,17,51.85,51.85,60.71,60.71,50.56,50.56,52.56,52.56,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200811,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1264,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200812,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1278,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200813,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1283,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200814,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1306,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200815,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1321,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200816,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1336,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200817,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1341,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200818,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1351,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200819,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1361,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200820,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1370,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200821,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1385,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200822,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1394,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200823,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1411,17,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200824,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1421,18,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200825,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1429,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200826,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1436,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200827,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1447,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200828,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1455,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200829,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1462,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200830,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1469,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200831,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1487,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200901,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1510,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200902,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1548,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200903,3,0,2,1,1,1,2,1,0,NA,1,0,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1568,19,57.41,57.41,65.48,65.48,53.89,53.89,56.41,56.41,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200904,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1596,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200905,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1621,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200906,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1650,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200907,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1684,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200908,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1729,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200909,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1773,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200910,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1830,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200911,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,1917,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200912,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,2075,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200913,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,2227,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200914,3,0,2,1,2,1,4,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,2392,19,67.59,67.59,70.24,70.24,60,60,63.46,63.46,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200915,2,1,2,1,2,1,2,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,2562,19,60.19,60.19,70.24,70.24,55.56,55.56,58.33,58.33,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200916,2,1,2,1,2,1,2,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,2758,19,60.19,60.19,70.24,70.24,55.56,55.56,58.33,58.33,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200917,2,1,2,1,2,1,2,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,2937,19,60.19,60.19,70.24,70.24,55.56,55.56,58.33,58.33,37.5,37.5
"Georgia","GEO",NA,NA,"NAT_TOTAL",20200918,2,1,2,1,2,1,2,1,0,NA,1,1,1,1,3,1,0,1,0,0,2,1,2,2,0,0,2,1,0,NA,NA,3119,19,60.19,60.19,70.24,70.24,55.56,55.56,58.33,58.33,37.5,37.5
